processo,proponente,nome_projeto,sli,segmento_cultural,cnpj,municipio,uf,regiao,valor_aprovado,valor_captado,saldo_disponivel,percentual_captado,data_publicacao,data_inicio_captacao,data_fim_captacao,ano_aprovacao,status,score_prioridade,lei,area,is_real
261319,DONIZETI DE SOUSA CAMARGO,Na simpatia do Canto da Viola,,Apresentação/Gravação de Música Instrumental,***747528**,Caçapava,SP,Sudeste,215191.3496,0.0,215191.3496,0.0,2026-04-01,2026-04-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
259377,"CENTRO CULTURAL, EDUCACIONAL E BENEFICENTE NOVO HORIZONTE",COSTUMES E TRADIÇÕES JUDAICAS: UMA PERSPECTIVA GASTRONÔMICA ATRAVÉS DO TEMPO - VOLUME II,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,07867628000138,São Paulo,SP,Sudeste,435546.373,0.0,435546.373,0.0,2026-01-01,2026-01-01,2026-12-31,2025,Captando,0.775,Rouanet,Cultura,True
261732,ANDERSON LUIS RODRIGUES,Livro - Trajetória de uma Saga,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,***438866**,Nova Lima,MG,Sudeste,199925.0,0.0,199925.0,0.0,2026-05-01,2026-05-01,2029-04-30,2026,Captando,0.775,Rouanet,Cultura,True
261298,"ASSOCIACAO FAVOS - FAMILIA, AMOR, VOLUNTARIADO, OPORTUNIDADE SAUDE - CONTRA O CANCER A FAVOR DA VIDA",Festa Anos Dourados Favos,,Exposição Cultural / Artística,15433658000164,Jataí,GO,Centro-Oeste,199237.5,0.0,199237.5,0.0,2026-04-30,2026-04-30,2026-12-30,2026,Captando,0.775,Rouanet,Cultura,True
261736,VIVA LA DANSE ESCOLA DE DANCA LTDA,O Essencial é Invisível - Musical,,Apresentação ou Performance de Teatro,50031998000160,Rio de Janeiro,RJ,Sudeste,199838.0996,0.0,199838.0996,0.0,2026-05-12,2026-05-12,2029-05-12,2026,Captando,0.775,Rouanet,Cultura,True
263820,EU SOU O BRASILEIRO PRODUCOES CULTURAIS LTDA,"Circuito Tradição, Paixão e Circo nos Territórios Históricos de Minas Gerais",,"Performance de Circo, Clown e Ilusionismo",29065468000146,Ribeirão Preto,SP,Sudeste,310959.0,0.0,310959.0,0.0,2027-02-01,2027-02-01,2027-10-01,2026,Captando,0.775,Rouanet,Cultura,True
261892,MURILO DOS SANTOS MACENA NUNES 41548947814,Amigos do Trecho: um bate papo sobre cultura das estradas - 3ª Edição,,Prod. AV curta/média mtragem/Tv Edu Cult,26993228000113,Araruna,PR,Sul,377133.9258,0.0,377133.9258,0.0,2026-11-01,2026-11-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263726,ASSOCIACAO BENEFICENTE CULTURAL E ESPORTIVA DE PALMEIRAS,Carnaval dos Cordões Ciganos e Brotinhos - Palmeiras 2028,,Desfiles festivos de caráter musical e cênico,11744276000109,Palmeiras,BA,Nordeste,100000.0,0.0,100000.0,0.0,2027-08-01,2027-08-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
261742, AMANDA AYRES DE MELO,A FORÇA DA DANÇA 2 ,,Empreend Ações Educ-Cult/Capacitação/Treinamento,***997334**,Maceió,AL,Nordeste,491163.75,0.0,491163.75,0.0,2027-06-06,2027-06-06,2030-06-06,2026,Captando,0.775,Rouanet,Cultura,True
250028,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE BENTO GONCALVES.,"A vida, a Arte e o Movimento",,Empreend Ações Educ-Cult/Capacitação/Treinamento,87845251000155,Bento Gonçalves,RS,Sul,157376.9992,93000.0,64376.99919999999,59.1,2025-02-01,2025-02-01,2027-01-31,2025,Captando,0.775,Rouanet,Cultura,True
261747,ARTE COM QUATRO PRODUCOES ARTISTICAS LTDA,A VACA LELÉ,,"Teatro Musical (c/ dramaturgia, danças e canções)",11111146000120,Salvador,BA,Nordeste,462000.0,0.0,462000.0,0.0,2026-06-01,2026-06-01,2027-01-31,2026,Captando,0.775,Rouanet,Cultura,True
263770,ASSOCIACAO DESENVOLVE NO ESPECTRO,Circo para todos,,Empreend Ações Educ-Cult/Capacitação/Treinamento,50812930000118,São Paulo,SP,Sudeste,218592.0,0.0,218592.0,0.0,2026-09-01,2026-09-01,2029-09-01,2026,Captando,0.775,Rouanet,Cultura,True
261310,ASSOCIACAO CRIANCA EM PRIMEIRO LUGAR,APRESENTAÇÕES CULTURAIS NA PRAÇA DA ESCOLA N. 1,,Capoeira: Apresentação de Dança ou Ação Educativa,11650030000160,Blumenau,SC,Sul,478170.0,0.0,478170.0,0.0,2026-06-01,2026-06-01,2029-06-01,2026,Captando,0.775,Rouanet,Cultura,True
263695,MARIA APARECIDA ABDALA CAPRANICO DE CAMARGO,FESTIVAL RAÍZES DA MANTIQUEIRA - 1° EDIÇÃO,,Apresentação/Gravação Música Popular Cantada,***658308**,Caraguatatuba,SP,Sudeste,179726.5791,0.0,179726.5791,0.0,2026-08-01,2026-08-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
262333,ATIVAZ PRODUCOES LTDA,Projeto Mirim Não Deixe o Samba Morrer,,Empreend Ações Educ-Cult/Capacitação/Treinamento,31590670000139,Bariri,SP,Sudeste,199999.9775,0.0,199999.9775,0.0,2026-05-01,2026-05-01,2029-05-01,2026,Captando,0.775,Rouanet,Cultura,True
263754,A. C. V. GUIMARAES CONSULTORIA EM PROJETOS CULTURAIS LTDA,ILUMINA ZONA OESTE - 10ª EDIÇÃO,,Empreendedorismo Cultural,36239471000102,Rio de Janeiro,RJ,Sudeste,488743.1992,0.0,488743.1992,0.0,2026-09-01,2026-09-01,2027-08-31,2026,Captando,0.775,Rouanet,Cultura,True
261330,PNK FOR FUN & CO LTDA,Natal de Pomerode 2026,,"Teatro Musical (c/ dramaturgia, danças e canções)",54572039000102,Joinville,SC,Sul,213576.0,0.0,213576.0,0.0,2026-07-01,2026-07-01,2027-03-31,2026,Captando,0.775,Rouanet,Cultura,True
263682,FERNANDO ANTONIO NUNES ARAUJO,Circulação do Espetáculo Guerreiro – Fernando Nunes Trio ,,Apresentação/Gravação Música Popular Cantada,***685994**,São Paulo,SP,Sudeste,498774.8647,0.0,498774.8647,0.0,2026-09-01,2026-09-01,2026-12-29,2026,Captando,0.775,Rouanet,Cultura,True
262337,PROJETO SOCIAL CASA LILI - MULHERES EM ACAO,Tecidos de Identidade,,Exposição Cultural / Artística,44514318000166,São Paulo,SP,Sudeste,199563.0,0.0,199563.0,0.0,2026-07-01,2026-07-01,2027-07-01,2026,Captando,0.775,Rouanet,Cultura,True
263743,49.334.785 GUILHERME DIAS CAMPOS BARBOSA,DJ Druds: 4001 BPM,,Apresentação/Gravação Música Popular Cantada,49334785000128,Belo Horizonte,MG,Sudeste,306667.3496,0.0,306667.3496,0.0,2027-01-01,2027-01-01,2029-12-31,2026,Captando,0.775,Rouanet,Cultura,True
262930,LUCIANA CAVALCANTI DE OLIVEIRA,Pelos Jardins de Roseana Murray,,Prod. AV curta/média mtragem/Tv Edu Cult,***852917**,Saquarema,RJ,Sudeste,67424.5,0.0,67424.5,0.0,2026-12-10,2026-12-10,2027-05-10,2026,Captando,0.775,Rouanet,Cultura,True
263656,SILVIO JOSE CORREIA BORGES,XILOGRAVURAS - UMA RELEITURA DO MOVIMENTO ARMORIAL,,Empreend Ações Educ-Cult/Capacitação/Treinamento,***830374**,Bezerros,PE,Nordeste,465339.6016,0.0,465339.6016,0.0,2026-06-20,2026-06-20,2028-06-20,2026,Captando,0.775,Rouanet,Cultura,True
262211,OLIVIA BRANDAO SANTOS,Quitandas Mineiras,,Ações Educ-Cult em Humanidades em geral,***561676**,Ipatinga,MG,Sudeste,59221.7998,0.0,59221.7998,0.0,2026-08-01,2026-08-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263667,ASSOCIACAO MOVE BAHIA,OUSE SONHAR – Oficinas de arte-educação,,Capoeira: Apresentação de Dança ou Ação Educativa,43553992000197,Salvador,BA,Nordeste,199992.9365,0.0,199992.9365,0.0,2026-09-01,2026-09-01,2027-10-29,2026,Captando,0.775,Rouanet,Cultura,True
261340,ASSOCIACAO COMUNITARIA QUILOMBOLA UNIDOS DE CANDEIAS,Arte e Cultura Para o Fortalecimento da Identidade Quilombola ,,Ações de Educação Patrimonial,21223264000184,Conceição do Mato Dentro,MG,Sudeste,279634.6797,0.0,279634.6797,0.0,2026-05-01,2026-05-01,2027-03-31,2026,Captando,0.775,Rouanet,Cultura,True
263639,BIARTE - PRODUCOES E EVENTOS E MARKETING LTDA,Carta a um Jovem Ator — Temporada Rio de Janeiro 2026,,Apresentação ou Performance de Teatro,07070989000159,Rio de Janeiro,RJ,Sudeste,224160.75,0.0,224160.75,0.0,2026-09-01,2026-09-01,2026-12-18,2026,Captando,0.775,Rouanet,Cultura,True
261960,FUNDACAO ESTUDAR, Trajetórias de quem realizou o sonho de estudar fora,,Prod. AV curta/média mtragem/Tv Edu Cult,40287005000161,São Paulo,SP,Sudeste,213750.9004,0.0,213750.9004,0.0,2026-06-01,2026-06-01,2027-06-01,2026,Captando,0.775,Rouanet,Cultura,True
263648,THIAGO JUNQUEIRA PINELLI,SHOWS BRUNO & THIAGO,,Apresentação/Gravação de Música Regional,***885076**,Belo Horizonte,MG,Sudeste,499908.75,0.0,499908.75,0.0,2026-07-01,2026-07-01,2029-07-01,2026,Captando,0.775,Rouanet,Cultura,True
262942,INSTITUTO LATINO AMERICANO DE ESTUDOS AMBIENTAIS - ILLEA,“O Natural que Cura”,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,08547139000161,Venâncio Aires,RS,Sul,272025.0,0.0,272025.0,0.0,2026-01-01,2026-01-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263704,RC SOCIAL,Música para Transformar,,Empreend Ações Educ-Cult/Capacitação/Treinamento,62353001000177,Sinop,MT,Centro-Oeste,199734.6992,0.0,199734.6992,0.0,2026-07-13,2026-07-13,2027-03-12,2026,Captando,0.775,Rouanet,Cultura,True
261964,GERMANO ASSIS DE ALMEIDA,Por todos Cantos,,Prod Av Radio/Podcast,***956528**,Tietê,SP,Sudeste,449955.0,0.0,449955.0,0.0,2026-12-01,2026-12-01,2029-12-01,2026,Captando,0.775,Rouanet,Cultura,True
263604,almir henrique de lima messeder,CAÇA AO TESOURO - SANTUÁRIOS DE OLINDA,,Prod. AV curta/média mtragem/Tv Edu Cult,***993404**,Recife,PE,Nordeste,282162.9868,0.0,282162.9868,0.0,2026-02-23,2026-02-23,2026-12-22,2026,Captando,0.775,Rouanet,Cultura,True
261384,DESTERRO CAPOEIRA ASSOCIACAO CULTURAL E EDUCACIONAL DA ARTE CAPOEIRA SAO JOAO BATISTA,CAPOEIRA NA ESCOLA,,Capoeira: Apresentação de Dança ou Ação Educativa,46972859000163,São João Batista,SC,Sul,96525.0,0.0,96525.0,0.0,2026-04-01,2026-04-01,2027-04-01,2026,Captando,0.775,Rouanet,Cultura,True
261386,MARCIEL PEREIRA,Feijoada do Ciel,,Apresentação/Gravação de Música Regional,***058999**,Garopaba,SC,Sul,386934.241,0.0,386934.241,0.0,2026-11-14,2026-11-14,2029-11-14,2026,Captando,0.775,Rouanet,Cultura,True
262213,58.781.406 EVERTON MARTINELLI CHEFE,HQ dos Doutores Cheios da Graça,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,58781406000139,Tremembé,SP,Sudeste,138644.0,6239.86,132404.14,4.5,2027-01-01,2027-01-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263619,INSTITUTO CONTEXTO SOCIAL - ICONS,Uma Viagem nos Monumentos de Brasília,,Ações de Educação Patrimonial,18560628000107,Brasília,DF,Centro-Oeste,494920.8008,0.0,494920.8008,0.0,2027-01-18,2027-01-18,2028-01-17,2026,Captando,0.775,Rouanet,Cultura,True
262921,MARCO ANTONIO DAMIAN LTDA,"O CICLO DE EVANGELISTA – PROSPERIDADE, ESQUECIMENTO E O RENASCER TURÍSTICO",,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,62853185000134,Casca,RS,Sul,144804.0,0.0,144804.0,0.0,2026-06-30,2026-06-30,2028-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263692,ASSOCIACAO CULTURAL ATIRADORES DE PICADA 48 BAIXA,Baile de Kerb Sociedade Atiradores de Picada 48 Baixa,,Apresentação/Gravação de Música Regional,93849339000148,Lindolfo Collor,RS,Sul,150727.5,0.0,150727.5,0.0,2026-07-01,2026-07-01,2029-07-31,2026,Captando,0.775,Rouanet,Cultura,True
261149,INSTITUTO PROJETARE,A CURA ATRAVÉS DA DANÇA,,Empreend Ações Educ-Cult/Capacitação/Treinamento,46968480000180,Campos Novos,SC,Sul,221154.5605,0.0,221154.5605,0.0,2026-08-03,2026-08-03,2028-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263602,36.422.666 BRUNA RIBEIRO DOS SANTOS,Através das telas pelo jardim das flores: arte e legado de Macedo,,Prod. AV curta/média mtragem/Tv Edu Cult,36422666000185,Itapecerica da Serra,SP,Sudeste,253694.4961,0.0,253694.4961,0.0,2026-07-01,2026-07-01,2028-08-31,2026,Captando,0.775,Rouanet,Cultura,True
262902,ASSOCIACAO AFRO-BRASILEIRA CENTRO CULTURAL ILE FUNKE,"Afrogeek - Feira Tecnolôgica, criativa e gastronômica",,Exposição Cultural / Artística,59639865000145,Flexeiras,AL,Nordeste,85313.25,0.0,85313.25,0.0,2027-07-05,2027-07-05,2027-11-20,2026,Captando,0.775,Rouanet,Cultura,True
263683,OTONIEL VITOR PEREIRA ALVES,Soul do Som - Música com alma além do óbvio,,Apresentação/Gravação Música Popular Cantada,***548528**,Taubaté,SP,Sudeste,125423.0996,0.0,125423.0996,0.0,2026-07-01,2026-07-01,2027-06-30,2026,Captando,0.775,Rouanet,Cultura,True
261971,DIEGO PEREIRA DE CARVALHO,"Segue o Plano, Produção de Álbum Inédito e Circulação Cultural da Banda Plano B",,Apresentação/Gravação Música Popular Cantada,***620838**,São Paulo,SP,Sudeste,92664.0,0.0,92664.0,0.0,2026-04-01,2026-04-01,2026-12-20,2026,Captando,0.775,Rouanet,Cultura,True
263667,ASSOCIACAO MOVE BAHIA,OUSE SONHAR – Oficinas de arte-educação,,Capoeira: Apresentação de Dança ou Ação Educativa,43553992000197,Salvador,BA,Nordeste,199992.9365,0.0,199992.9365,0.0,2026-09-01,2026-09-01,2027-10-29,2026,Captando,0.775,Rouanet,Cultura,True
261379,61.028.709 DAVID VINICIUS FERREIRA SOUZA,Histórias que Ficam,,Prod. AV. Websérie (Artigo 18),61028709000190,Vilhena,RO,Norte,56430.0,0.0,56430.0,0.0,2026-02-04,2026-02-04,2027-05-31,2026,Captando,0.775,Rouanet,Cultura,True
2511874,ASSOCIACAO MUSICAL ESTRELA DO ORIENTE,Quarteto Dtalia: La musica della nostra storia,,Apresentação/Gravação de Música Instrumental,22604530000181,Orleans,SC,Sul,347723.1992,0.0,347723.1992,0.0,2026-01-01,2026-01-01,2027-12-31,2025,Captando,0.775,Rouanet,Cultura,True
264189,LUIZ FERNANDO SILVEIRA FIRMINO,1° FESTIVAL FINALZINHO DE TARDE,,Apresentação/Gravação Música Popular Cantada,***986736**,Muriaé,MG,Sudeste,416839.5,0.0,416839.5,0.0,2028-01-01,2028-01-01,2028-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263652,54.859.684 FELIPHY MAIRINK JORGE,Filho do Cerrado - Trilhando os Gerais,,Apresentação/Gravação Música Popular Cantada,54859684000100,Montes Claros,MG,Sudeste,124500.6001,0.0,124500.6001,0.0,2026-07-01,2026-07-01,2028-12-31,2026,Captando,0.775,Rouanet,Cultura,True
262903,CGC-CSA CONSULTORIA E ASSESSORIA LTDA,Música no Pequeno Príncipe - Edição 2027,,Apresentação/Gravação de Música Instrumental,07981568000180,Curitiba,PR,Sul,405081.6016,1.0,405080.6016,0.0,2027-03-08,2027-03-08,2028-03-08,2026,Captando,0.775,Rouanet,Cultura,True
263562,GOLPE DE VISTA FILMES LTDA,SUSTENTA - Curta Documentário Porto Alegre,,Prod. AV curta/média mtragem/Tv Edu Cult,34107329000178,São Paulo,SP,Sudeste,345885.1016,0.0,345885.1016,0.0,2026-08-01,2026-08-01,2027-01-31,2026,Captando,0.775,Rouanet,Cultura,True
261979,57.236.196 ELENILTON TAVARES DOS SANTOS,Na Trilha do Cordel,,Event Literá/Ações Edu-Cult Incen Leitu/SlamSarau,57236196000135,Japaratuba,SE,Nordeste,199955.25,0.0,199955.25,0.0,2026-07-01,2026-07-01,2029-07-01,2026,Captando,0.775,Rouanet,Cultura,True
263609,LIMA PRODUCOES CULTURAIS LTDA,Circuito Cultural de Teatro Infantil - Ano 2027,,Apresentação ou Performance de Teatro,13990963000121,Belo Horizonte,MG,Sudeste,499548.5,0.0,499548.5,0.0,2027-01-04,2027-01-04,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
262887,FERNANDO SERGIO VIEIRA,DROP LAB - Oficina de Capacitação Profissional para DJs,,Empreend Ações Educ-Cult/Capacitação/Treinamento,***223349**,Araucária,PR,Sul,97267.5,0.0,97267.5,0.0,2026-08-01,2026-08-01,2027-06-30,2026,Captando,0.775,Rouanet,Cultura,True
250098,SLOWPHONE BRASIL,Menos Telas e Mais Vida,,Prod. AV curta/média mtragem/Tv Edu Cult,54165034000165,Florianópolis,SC,Sul,199879.4336,115000.0,84879.43359999999,57.5,2025-01-02,2025-01-02,2026-12-31,2025,Captando,0.775,Rouanet,Cultura,True
261166,MARCIA RAQUEL MARTINY ROEHE 48298557034,Berga Adormecida,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,43469597000120,MONTENEGRO,RS,Sul,274858.6504,0.0,274858.6504,0.0,2026-08-01,2026-08-01,2027-03-31,2026,Captando,0.775,Rouanet,Cultura,True
263551,MARCO A D JUCA AUDIOVISUAL E TRANSMIDIA,Duo de espetáculos: Do Reino Encantado à Frequência do Rock,,"Teatro Musical (c/ dramaturgia, danças e canções)",12109171000132,Fortaleza,CE,Nordeste,81444.0,0.0,81444.0,0.0,2026-08-10,2026-08-10,2026-12-30,2026,Captando,0.775,Rouanet,Cultura,True
261773,IASMIM CRISTINA DA COSTA,O grito de Yemanjá e a força das Marias,,"Teatro Musical (c/ dramaturgia, danças e canções)",***687586**,Rio de Janeiro,RJ,Sudeste,177754.5,0.0,177754.5,0.0,2027-01-09,2027-01-09,2027-12-18,2026,Captando,0.775,Rouanet,Cultura,True
263518,GUSTAVO LUIZ GOULART TREDEZINI DA SILVA,Musical Chapeuzinho Vermelho e o MC Lobinho,,Apresentação ou Performance de Teatro,***208429**,Curitiba,PR,Sul,422919.5527,0.0,422919.5527,0.0,2026-03-02,2026-03-02,2027-09-11,2026,Captando,0.775,Rouanet,Cultura,True
261776,FUTEBOL CLUBE RIOPARDINHO,11º Festival Nacional da Galinha Recheada,,Apresentação/Gravação de Música Regional,90826249000143,Santa Cruz do Sul,RS,Sul,418974.6016,0.0,418974.6016,0.0,2027-03-02,2027-03-02,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263606,MARCO ANTONIO ESCH GOMES,RPPN - GUARDIÃ DA VIDA,,Prod. AV curta/média mtragem/Tv Edu Cult,***839427**,Niterói,RJ,Sudeste,241609.5,0.0,241609.5,0.0,2026-06-01,2026-06-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
262030,JANAIRA REIS,II CANTANDO COM AS MÃOS NO COBRE EM CANELINHA...,,Apresentação/Gravação de Música Regional,***859629**,Canelinha,SC,Sul,194535.0,0.0,194535.0,0.0,2026-05-01,2026-05-01,2027-04-01,2026,Captando,0.775,Rouanet,Cultura,True
263596,50.245.328 APARECIDA GOMES OLIVEIRA,"Palavra Viva Quilombola: Literatura, Memória e Território",,Event Literá/Ações Edu-Cult Incen Leitu/SlamSarau,50245328000146,Fervedouro,MG,Sudeste,182877.75,0.0,182877.75,0.0,2027-03-01,2027-03-01,2027-11-20,2026,Captando,0.775,Rouanet,Cultura,True
262184,ALINA MARIA DO AMARAL LIMA TENORIO,Alina Amaral Bordando a Terra e o Céu,,Exposição Cultural / Artística,***129464**,Maceió,AL,Nordeste,411993.9453,0.0,411993.9453,0.0,2026-06-30,2026-06-30,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
261452,BUSCARARTE - EVENTOS E PRODUCOES CULTURAIS LTDA,Nave Verde e o Laboratório Científico do Dr. Mundi,,Apresentação ou Performance de Teatro,06062258000107,Campinas,SP,Sudeste,493020.0,0.0,493020.0,0.0,2026-04-01,2026-04-01,2028-12-31,2026,Captando,0.775,Rouanet,Cultura,True
261456,ASSOCIACAO JUNDIAIENSE DE ESPORTES PARALIMPICOS,14ª Mostra de Dança do PEAMA – Edição Especial 30 Anos,,Apresentação ou Performance de Dança,08812846000138,Jundiaí,SP,Sudeste,240599.6992,0.0,240599.6992,0.0,2026-07-01,2026-07-01,2027-07-31,2026,Captando,0.775,Rouanet,Cultura,True
263559,19.677.076 MARINA MOREIRA DAQUINO,PODCAST BOCAS E BOAS,,Prod Av Radio/Podcast,19677076000184,São Paulo,SP,Sudeste,358508.1504,0.0,358508.1504,0.0,2026-08-03,2026-08-03,2027-08-03,2026,Captando,0.775,Rouanet,Cultura,True
262032,RAFAELA AMADO MARTINS,Concreto Armado,,Apresentação ou Performance de Teatro,43566529000180,Rio de Janeiro,RJ,Sudeste,199894.1992,0.0,199894.1992,0.0,2026-08-01,2026-08-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263551,MARCO A D JUCA AUDIOVISUAL E TRANSMIDIA,Duo de espetáculos: Do Reino Encantado à Frequência do Rock,,"Teatro Musical (c/ dramaturgia, danças e canções)",12109171000132,Fortaleza,CE,Nordeste,81444.0,0.0,81444.0,0.0,2026-08-10,2026-08-10,2026-12-30,2026,Captando,0.775,Rouanet,Cultura,True
250287,MAUNA COMUNICACAO E IMAGEM LTDA, As aventuras de Calanguinho,,Prod. AV curta/média mtragem/Tv Edu Cult,20244595000138,Recife,PE,Nordeste,160380.0,0.0,160380.0,0.0,2025-03-10,2025-03-10,2026-12-31,2025,Captando,0.775,Rouanet,Cultura,True
263568,55.877.698 DANIELLA BRITO CORTES,As Aventuras de Uma Ratinha,,Apresentação ou Performance de Teatro,55877698000110,Frutal,MG,Sudeste,136244.1597,0.0,136244.1597,0.0,2026-06-02,2026-06-02,2027-08-31,2026,Captando,0.775,Rouanet,Cultura,True
264089,NASSANDRA EMANUELLE LIMA DO COUTO,Do Útero à Casa: Memórias e Saberes do Parto,,Apresentação ou Performance de Teatro,***738542**,Florianópolis,SC,Sul,199326.0508,0.0,199326.0508,0.0,2026-07-01,2026-07-01,2029-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263490,IPE CULTURAIS LTDA,Campo Expositivo – Ciclo de Estudos em Artes Visuais,,Empreend Ações Educ-Cult/Capacitação/Treinamento,37849244000153,São Paulo,SP,Sudeste,288860.0,0.0,288860.0,0.0,2026-09-01,2026-09-01,2029-09-01,2026,Captando,0.775,Rouanet,Cultura,True
261813,MARCELO DE OLIVEIRA,O Julgamento da Menstruação,,Apresentação ou Performance de Teatro,***064988**,Sorocaba,SP,Sudeste,413688.0,0.0,413688.0,0.0,2027-01-20,2027-01-20,2027-12-20,2026,Captando,0.775,Rouanet,Cultura,True
263518,GUSTAVO LUIZ GOULART TREDEZINI DA SILVA,Musical Chapeuzinho Vermelho e o MC Lobinho,,Apresentação ou Performance de Teatro,***208429**,Curitiba,PR,Sul,422919.5527,0.0,422919.5527,0.0,2026-03-02,2026-03-02,2027-09-11,2026,Captando,0.775,Rouanet,Cultura,True
261818,ASSOCIACAO CURANDO COM SORRISO - A.C.C.S.,CURANDO COM SORRISO,,Empreend Ações Educ-Cult/Capacitação/Treinamento,39258310000146,Videira,SC,Sul,328101.8391,0.0,328101.8391,0.0,2026-07-01,2026-07-01,2027-06-30,2026,Captando,0.775,Rouanet,Cultura,True
263448,LENI CALISTO BARBOSA MAURICIO,"VOZES QUE PROTEGEM Comunicação, Educação e Direito no Enfrentamento da Violência contra a Mulher",,Ações Educ-Cult em Humanidades em geral,***913257**,São João de Meriti,RJ,Sudeste,122237.5,0.0,122237.5,0.0,2026-08-10,2026-08-10,2027-02-12,2026,Captando,0.775,Rouanet,Cultura,True
261789,VALERIA REGINA ZANETTI,Programa de transcrição e difusão dos documentos historicos do século XIX alojados no Centro de Memória Paraibuna ,,Acervos arquivísticos culturais do Patrimônio,***438646**,São José dos Campos,SP,Sudeste,198579.5996,0.0,198579.5996,0.0,2026-08-12,2026-08-12,2027-08-12,2026,Captando,0.775,Rouanet,Cultura,True
263502,JOAO RICARDO PAN JUNIOR,Entre Patas e Esperança,,Prod. AV. Websérie (Artigo 18),***561219**,Chapecó,SC,Sul,199970.0996,0.0,199970.0996,0.0,2026-07-01,2026-07-01,2029-07-01,2026,Captando,0.775,Rouanet,Cultura,True
262039,CENTRO DE TRADICOES GAUCHAS MISSIONEIRO DO OESTE,MISSIONEIRO DAS ARTES II EDIÇÃO,,Empreend Ações Educ-Cult/Capacitação/Treinamento,81268989000110,Vera Cruz do Oeste,PR,Sul,405753.6992,0.0,405753.6992,0.0,2026-05-01,2026-05-01,2027-04-30,2026,Captando,0.775,Rouanet,Cultura,True
263485,ONG ME ENSINA,Perdido por aí: as aventuras da turminha do microplástico,,Prod. AV curta/média mtragem/Tv Edu Cult,08397336000141,Florianópolis,SC,Sul,182888.75,0.0,182888.75,0.0,2027-02-08,2027-02-08,2027-09-10,2026,Captando,0.775,Rouanet,Cultura,True
262838,ASSOCIACAO BENEFICENTE DIREITO DE SER,Direito de Ser: Oficinas de Construção de Instrumentos e Formação de Bateria,,Empreend Ações Educ-Cult/Capacitação/Treinamento,01962266000188,Campinas,SP,Sudeste,198990.0,0.0,198990.0,0.0,2027-01-01,2027-01-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263456,DEIVID BURTLIN VANZUITA,Cultura sobre Rodas – Festival de Música e Cultura da Estrada,,Apresentação/Gravação de Música Regional,***422889**,Joinville,SC,Sul,202962.375,0.0,202962.375,0.0,2026-08-01,2026-08-01,2027-08-01,2026,Captando,0.775,Rouanet,Cultura,True
262453,33.094.758 ANGELICA RAMOS DELAPIEVE,Contos e Lembranças da Gurizada,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,33094758000195,Porto Alegre,RS,Sul,199584.0,0.0,199584.0,0.0,2026-06-01,2026-06-01,2027-06-01,2026,Captando,0.775,Rouanet,Cultura,True
259387,JOSIETT MENDES DOS SANTOS,São Luís vira Lisboa – Baile de Carnaval Sustentável e Homenagem Cultural,,Apresentação/Gravação Música Popular Cantada,***713033**,São Luís,MA,Nordeste,199793.5508,0.0,199793.5508,0.0,2026-01-01,2026-01-01,2027-12-31,2025,Captando,0.775,Rouanet,Cultura,True
261480,METODO GUGA GONCALVES  TREINAMENTO PROFISSIONAL E GERENCIAL LTDA,Oficina de Produção Musical,,Empreend Ações Educ-Cult/Capacitação/Treinamento,33036394000197,Campinas,SP,Sudeste,210870.0,0.0,210870.0,0.0,2026-05-01,2026-05-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
250109,DIEGO BACELAR,Tenente Silva,,Prod. AV curta/média mtragem/Tv Edu Cult,***841679**,Araucária,PR,Sul,194609.25,0.0,194609.25,0.0,2025-03-05,2025-03-05,2027-03-05,2025,Captando,0.775,Rouanet,Cultura,True
